Setup	Class	Attack	Avg (m)	Root Motion (m)	Attack Extension (m)	Estimated Startup (ms)	Estimated Startup (frames @ 30fps)	Speed to Active (m/s)	Min (m)	Max (m)	SD	Sample Size	Notes	Frame Data
Black Steel Greathammer	Great Hammer	1h Charged R2 1	5.03	29.175		1366	41		5.008	5.072	0.011	25	Weapons: 12520000	a035_030500
Black Steel Greathammer	Great Hammer	1h R2 1 Release	4.741	3.003	1.738	552	17	8.59	4.739	4.742	0.001	2	Weapons: 12520000	a035_030505
Black Steel Greathammer	Great Hammer	1h Charged R2 2	34.171	32.279	1.892	1424	43	24	34.171	34.171	0	1	Weapons: 12520000	a035_030510
Black Steel Greathammer	Great Hammer	2h R1 1	3.539	1.758	1.78	521	16	6.79	3.539	3.539	0	4	Weapons: 12520000	a035_032000
Black Steel Greathammer	Great Hammer	2h Running R1	5.248	3.515	1.733	324	10	16.2	5.245	5.25	0.002	2	Weapons: 12520000	a035_032200
Black Steel Greathammer	Great Hammer	2h Running R2	6.081	16.35		704	22		6.067	6.096	0.014	2	Weapons: 12520000	a035_032210
Black Steel Greathammer	Great Hammer	2h Rolling R1	3.475	29.125		352	11		3.475	3.475	0	2	Weapons: 12520000	a035_032300
Black Steel Greathammer	Great Hammer	2h Charged R2 1	4.507	57.879		906	28		4.507	4.507	0	1	Weapons: 12520000	a035_032500
Black Steel Greathammer	Great Hammer	2h R2 1 Release	4.617	3.249	1.368	628	19	7.35	4.617	4.617	0	2	Weapons: 12520000	a035_032505
Bloodfiend's Arm	Colossal Weapon	1h R1 1	5.296	1.904	3.392	545	17	9.72	5.296	5.296	0	7	Weapons: 12530000	a031_030000
Bloodfiend's Arm	Colossal Weapon	1h Running R1	6.715	3.467	3.248	710	22	9.46	6.705	6.721	0.007	3	Weapons: 12530000	a031_030200
Bloodfiend's Arm	Colossal Weapon	1h Running R2	6.156	31.657		701	22		6.156	6.156	0	3	Weapons: 12530000	a031_030210
Bloodfiend's Arm	Colossal Weapon	1h Rolling R1	4.96	28.94		554	17		4.96	4.961	0	3	Weapons: 12530000	a031_030300
Bloodfiend's Arm	Colossal Weapon	1h Charged R2 1	4.957	2.299	2.658	972	30	5.1	4.945	4.964	0.009	3	Weapons: 12530000	a267_030500
Bloodfiend's Arm	Colossal Weapon	1h R2 1 Release	4.481	1.982	2.499	682	21	6.57	4.478	4.487	0.004	3	Weapons: 12530000	a267_030505
Bloodfiend's Arm	Colossal Weapon	2h R1 1	4.337	2.64	1.697	563	17	7.7	4.328	4.348	0.006	8	Weapons: 12530000	a031_032000
Bloodfiend's Arm	Colossal Weapon	2h Running R1	6.899	3.751	3.148	509	16	13.55	6.855	6.933	0.031	8	Weapons: 12530000	a031_032200
Bloodfiend's Arm	Colossal Weapon	2h Running R2	6.208	4.161	2.047	617	19	10.06	6.164	6.225	0.021	6	Weapons: 12530000	a031_032210
Bloodfiend's Arm	Colossal Weapon	2h Rolling R1	4.749	1.836	2.913	461	14	10.3	4.746	4.754	0.004	3	Weapons: 12530000	a031_032300
Bloodfiend's Arm	Colossal Weapon	2h Charged R2 1	4.677	2.263	2.414	1148	35	4.07	4.677	4.677	0	5	Weapons: 12530000	a267_032500
Bloodfiend's Arm	Colossal Weapon	2h R2 1 Release	4.116	1.572	2.544	667	21	6.17	4.098	4.134	0.015	10	Weapons: 12530000	a267_032505
Nightrider Flail	Flail	1h R1 1	3.843	1.799	2.045	497	15	7.73	3.836	3.853	0.002	29	Weapons: 13000000	a034_030000
Nightrider Flail	Flail	1h Running R1	5.41	3.838	1.573	545	17	9.93	5.395	5.433	0.012	9	Weapons: 13000000	a034_030200
Nightrider Flail	Flail	1h Running R2	5.697	3.982	1.714	667	21	8.54	5.657	5.736	0.022	9	Weapons: 13000000	a034_030210
Nightrider Flail	Flail	1h Rolling R1	3.685	1.62	2.065	417	13	8.84	3.667	3.76	0.028	11	Weapons: 13000000	a034_030300
Nightrider Flail	Flail	1h Charged R2 1	3.973	2.047	1.927	2015	61	1.97	3.954	4.026	0.029	7	Weapons: 13000000	a034_030500
Nightrider Flail	Flail	1h R2 1 Release	3.477	1.516	1.961	773	24	4.5	3.442	3.49	0.015	7	Weapons: 13000000	a034_030505
Nightrider Flail	Flail	2h R1 1	3.924	1.809	2.115	534	17	7.35	3.924	3.924	0	16	Weapons: 13000000	a034_032000
Nightrider Flail	Flail	2h Running R1	5.346	3.779	1.567	551	17	9.7	5.329	5.355	0.008	18	Weapons: 13000000	a034_032200
Nightrider Flail	Flail	2h Running R2	5.692	3.922	1.77	651	20	8.74	5.665	5.706	0.012	15	Weapons: 13000000	a034_032210
Nightrider Flail	Flail	2h Rolling R1	3.515	1.814	1.701	433	13	8.12	3.512	3.531	0.005	12	Weapons: 13000000	a034_032300
Nightrider Flail	Flail	2h Charged R2 1	4.793	2.441	2.352	2068	63	2.32	4.759	4.823	0.018	15	Weapons: 13000000	a034_032500
Nightrider Flail	Flail	2h R2 1 Release	3.534	1.621	1.913	750	23	4.71	3.522	3.536	0.003	14	Weapons: 13000000	a034_032505
Nightrider Flail+Nightrider Flail	Flail	Paired L1 1	4.941	2.891	2.05	604	19	8.18	4.919	4.978	0.024	4	Weapons: 13000000 13000000	a034_034000
Nightrider Flail+Nightrider Flail	Flail	Paired Running L1	7.384	5.18	2.204	704	22	10.49	7.384	7.384	0	2	Weapons: 13000000 13000000	a034_034200
Nightrider Flail+Nightrider Flail	Flail	Paired Rolling L1	4.476	2.265	2.211	471	15	9.5	4.476	4.476	0	2	Weapons: 13000000 13000000	a034_034300
Nightrider Flail	Flail	Offhand L1 1	3.839	1.771	2.067	499	15	7.69	3.832	3.84	0.003	6	Weapons: 13000000	a034_035000
Nightrider Flail	Flail	Spinning Chain - Begin Spin	2.329	2.198	0.131	712	22	3.27	2.329	2.329	0	1	Weapons: 13000000	a625_040050
Nightrider Flail	Flail	Spinning Chain - Maintain Heavy Spin	5.696	4.27	1.426	712	22	8	5.696	5.696	0	1	Weapons: 13000000	a625_040052
Flail	Flail	1h R1 1	3.791	1.796	1.994	497	15	7.63	3.79	3.793	0.001	24	Weapons: 13010000	a034_030000
Flail	Flail	1h Running R1	5.368	3.833	1.535	548	17	9.8	5.359	5.377	0.007	10	Weapons: 13010000	a034_030200
Flail	Flail	1h Running R2	5.642	3.96	1.682	666	20	8.47	5.601	5.689	0.019	15	Weapons: 13010000	a034_030210
Flail	Flail	1h Rolling R1	3.65	1.893	1.757	415	13	8.79	3.637	3.69	0.014	12	Weapons: 13010000	a034_030300
Flail	Flail	1h Charged R2 1	3.936	2.049	1.887	2013	61	1.96	3.925	3.96	0.013	8	Weapons: 13010000	a034_030500
Flail	Flail	1h R2 1 Release	3.445	1.472	1.972	780	24	4.42	3.418	3.452	0.007	16	Weapons: 13010000	a034_030505
Flail	Flail	2h R1 1	3.873	1.809	2.064	533	16	7.27	3.854	3.874	0.004	22	Weapons: 13010000	a034_032000
Flail	Flail	2h Running R1	5.322	3.808	1.514	551	17	9.66	5.286	5.353	0.018	11	Weapons: 13010000	a034_032200
Flail	Flail	2h Running R2	5.636	3.976	1.659	648	20	8.7	5.607	5.654	0.017	14	Weapons: 13010000	a034_032210
Flail	Flail	2h Rolling R1	3.494	1.829	1.665	432	13	8.09	3.467	3.542	0.034	11	Weapons: 13010000	a034_032300
Flail	Flail	2h Charged R2 1	4.412	2.44	1.973	2064	62	2.14	4.405	4.428	0.007	9	Weapons: 13010000	a034_032500
Flail	Flail	2h R2 1 Release	3.512	1.629	1.883	748	23	4.7	3.49	3.516	0.009	7	Weapons: 13010000	a034_032505
Flail+Flail	Flail	Paired L1 1	4.633	2.888	1.745	600	19	7.72	4.625	4.64	0.007	4	Weapons: 13010000 13010000	a034_034000
Flail+Flail	Flail	Paired Running L1	7.085	5.192	1.893	703	22	10.08	7.082	7.088	0.003	2	Weapons: 13010000 13010000	a034_034200
Flail+Flail	Flail	Paired Rolling L1	4.159	2.265	1.894	468	15	8.89	4.136	4.181	0.022	2	Weapons: 13010000 13010000	a034_034300
Flail	Flail	Offhand L1 1	3.787	1.771	2.016	502	16	7.54	3.785	3.787	0.001	6	Weapons: 13010000	a034_035000
Family Heads	Flail	1h R1 1	3.846	1.793	2.052	498	15	7.72	3.827	3.882	0.011	29	Weapons: 13020000	a034_030000
Family Heads	Flail	1h Running R1	5.414	3.839	1.575	552	17	9.81	5.395	5.45	0.017	9	Weapons: 13020000	a034_030200
Family Heads	Flail	1h Running R2	5.683	3.975	1.708	663	20	8.57	5.6	5.741	0.035	9	Weapons: 13020000	a034_030210
Family Heads	Flail	1h Rolling R1	3.678	1.618	2.06	415	13	8.86	3.667	3.721	0.015	11	Weapons: 13020000	a034_030300
Family Heads	Flail	1h Charged R2 1	3.957	2.045	1.912	1896	57	2.09	3.954	3.965	0.004	7	Weapons: 13020000	a034_030500
Family Heads	Flail	1h R2 1 Release	3.482	1.516	1.966	782	24	4.45	3.482	3.483	0	7	Weapons: 13020000	a034_030505
Family Heads	Flail	2h R1 1	3.924	1.81	2.114	536	17	7.32	3.908	3.927	0.003	27	Weapons: 13020000	a034_032000
Family Heads	Flail	2h Running R1	5.356	3.806	1.55	550	17	9.74	5.326	5.39	0.017	12	Weapons: 13020000	a034_032200
Family Heads	Flail	2h Running R2	5.693	3.944	1.748	650	20	8.76	5.665	5.706	0.014	12	Weapons: 13020000	a034_032210
Family Heads	Flail	2h Rolling R1	3.526	1.582	1.945	434	14	8.13	3.512	3.584	0.026	12	Weapons: 13020000	a034_032300
Family Heads	Flail	2h Charged R2 1	4.811	2.447	2.364	2066	62	2.33	4.799	4.828	0.011	6	Weapons: 13020000	a034_032500
Family Heads	Flail	2h R2 1 Release	3.535	1.652	1.883	749	23	4.72	3.535	3.538	0.001	12	Weapons: 13020000	a034_032505
Family Heads+Family Heads	Flail	Paired L1 1	4.935	2.888	2.047	600	19	8.22	4.915	4.963	0.019	4	Weapons: 13020000 13020000	a034_034000
Family Heads+Family Heads	Flail	Paired Running L1	7.394	5.177	2.217	700	22	10.56	7.39	7.398	0.004	2	Weapons: 13020000 13020000	a034_034200
Family Heads+Family Heads	Flail	Paired Rolling L1	4.475	2.264	2.211	464	14	9.65	4.474	4.476	0.001	2	Weapons: 13020000 13020000	a034_034300
Family Heads	Flail	Offhand L1 1	3.84	1.771	2.069	502	16	7.65	3.84	3.84	0	6	Weapons: 13020000	a034_035000
Bastard's Stars	Flail	1h R1 1	3.793	1.796	1.997	494	15	7.68	3.784	3.827	0.01	30	Weapons: 13030000	a034_030000
Bastard's Stars	Flail	1h Running R1	5.375	3.833	1.542	516	16	10.42	5.346	5.417	0.022	14	Weapons: 13030000	a034_030200
Bastard's Stars	Flail	1h Running R2	5.65	3.988	1.662	667	21	8.47	5.63	5.684	0.014	13	Weapons: 13030000	a034_030210
Bastard's Stars	Flail	1h Rolling R1	3.641	1.865	1.776	418	13	8.71	3.637	3.652	0.006	14	Weapons: 13030000	a034_030300
Bastard's Stars	Flail	1h Charged R2 1	3.935	2.051	1.884	2013	61	1.95	3.924	3.99	0.021	8	Weapons: 13030000	a034_030500
Bastard's Stars	Flail	1h R2 1 Release	3.446	1.518	1.928	784	24	4.4	3.446	3.447	0	6	Weapons: 13030000	a034_030505
Bastard's Stars	Flail	2h R1 1	3.872	1.809	2.064	533	16	7.27	3.847	3.875	0.006	22	Weapons: 13030000	a034_032000
Bastard's Stars	Flail	2h Running R1	5.313	3.804	1.509	549	17	9.68	5.287	5.329	0.01	18	Weapons: 13030000	a034_032200
Bastard's Stars	Flail	2h Running R2	5.639	3.977	1.662	649	20	8.69	5.585	5.654	0.018	14	Weapons: 13030000	a034_032210
Bastard's Stars	Flail	2h Rolling R1	3.494	1.859	1.635	433	13	8.07	3.467	3.542	0.034	11	Weapons: 13030000	a034_032300
Bastard's Stars	Flail	2h Charged R2 1	4.395	2.439	1.956	2066	62	2.13	4.386	4.399	0.004	9	Weapons: 13030000	a034_032500
Bastard's Stars	Flail	2h R2 1 Release	3.51	1.63	1.88	749	23	4.69	3.476	3.516	0.014	7	Weapons: 13030000	a034_032505
Bastard's Stars+Bastard's Stars	Flail	Paired L1 1	4.599	2.91	1.688	598	18	7.69	4.586	4.618	0.015	5	Weapons: 13030000 13030000	a034_034000
Bastard's Stars+Bastard's Stars	Flail	Paired Running L1	7.06	5.188	1.871	740	23	9.54	7.026	7.093	0.034	2	Weapons: 13030000 13030000	a034_034200
Bastard's Stars+Bastard's Stars	Flail	Paired Rolling L1	4.089	2.264	1.825	468	15	8.74	4.088	4.09	0.001	2	Weapons: 13030000 13030000	a034_034300
Bastard's Stars	Flail	Offhand L1 1	3.787	1.771	2.016	499	15	7.59	3.787	3.787	0	5	Weapons: 13030000	a034_035000
Bastard's Stars	Flail	Nebula - Nebula Sweep	8.191	4.88	3.311	1468	45	5.58	8.187	8.2	0.004	8	Weapons: 13030000	a847_040000
Chainlink Flail	Flail	1h R1 1	3.918	1.793	2.125	502	16	7.81	3.914	3.947	0.008	28	Weapons: 13040000	a034_030000
Chainlink Flail	Flail	1h Running R1	5.454	3.838	1.616	548	17	9.95	5.445	5.461	0.007	9	Weapons: 13040000	a034_030200
Chainlink Flail	Flail	1h Running R2	5.742	3.948	1.795	667	21	8.61	5.724	5.746	0.007	15	Weapons: 13040000	a034_030210
Chainlink Flail	Flail	1h Rolling R1	3.712	1.848	1.864	416	13	8.92	3.677	3.749	0.032	17	Weapons: 13040000	a034_030300
Chainlink Flail	Flail	1h Charged R2 1	4.004	2.043	1.961	2014	61	1.99	4.002	4.004	0.001	7	Weapons: 13040000	a034_030500
Chainlink Flail	Flail	1h R2 1 Release	3.506	1.516	1.99	781	24	4.49	3.495	3.508	0.004	7	Weapons: 13040000	a034_030505
Chainlink Flail	Flail	2h R1 1	3.987	1.81	2.177	552	17	7.22	3.967	3.989	0.005	25	Weapons: 13040000	a034_032000
Chainlink Flail	Flail	2h R1 2	2.752				1		2.751	2.752	0	9	Weapons: 13040000	a034_032010
Chainlink Flail	Flail	2h Running R1	5.402	3.808	1.595	532	16	10.15	5.365	5.413	0.013	12	Weapons: 13040000	a034_032200
Chainlink Flail	Flail	2h Running R2	5.762	3.933	1.829	660	20	8.73	5.737	5.778	0.015	14	Weapons: 13040000	a034_032210
Chainlink Flail	Flail	2h Rolling R1	3.588	1.582	2.006	444	14	8.08	3.562	3.646	0.034	12	Weapons: 13040000	a034_032300
Chainlink Flail	Flail	2h Charged R2 1	4.386	2.447	1.939	2065	62	2.12	4.382	4.393	0.004	6	Weapons: 13040000	a034_032500
Chainlink Flail	Flail	2h R2 1 Release	3.481	1.63	1.851	749	23	4.65	3.479	3.482	0.001	6	Weapons: 13040000	a034_032505
Chainlink Flail+Chainlink Flail	Flail	Paired L1 1	4.539	2.891	1.649	610	19	7.44	4.503	4.569	0.024	4	Weapons: 13040000 13040000	a034_034000
Chainlink Flail+Chainlink Flail	Flail	Paired Running L1	6.709	5.19	1.519	689	21	9.74	6.7	6.717	0.009	2	Weapons: 13040000 13040000	a034_034200
Chainlink Flail+Chainlink Flail	Flail	Paired Rolling L1	3.965	2.264	1.701	472	15	8.4	3.871	4.06	0.094	2	Weapons: 13040000 13040000	a034_034300
Chainlink Flail	Flail	Offhand L1 1	3.914	1.771	2.143	501	16	7.81	3.906	3.929	0.007	6	Weapons: 13040000	a034_035000
Serpent Flail	Flail	1h R1 1	3.719	1.823	1.896	449	14	8.28	3.714	3.722	0.002	7	Weapons: 13500000	a034_030000
Serpent Flail	Flail	1h Running R1	5.469	3.811	1.658	536	17	10.2	5.462	5.475	0.006	2	Weapons: 13500000	a034_030200
Serpent Flail	Flail	1h Running R2	5.617	16.539		668	21		5.598	5.636	0.019	2	Weapons: 13500000	a034_030210
Serpent Flail	Flail	1h Rolling R1	3.557	1.893	1.664	416	13	8.55	3.556	3.558	0.001	2	Weapons: 13500000	a034_030300
Serpent Flail	Flail	1h Charged R2 1	4.051	2.066	1.986	1999	60	2.03	4.051	4.052	0.001	2	Weapons: 13500000	a034_030500
Serpent Flail	Flail	1h R2 1 Release	3.213	1.495	1.718	680	21	4.72	3.203	3.218	0.007	3	Weapons: 13500000	a034_030505
Serpent Flail	Flail	2h R1 1	3.667	1.799	1.868	500	16	7.33	3.667	3.667	0	4	Weapons: 13500000	a034_032000
Serpent Flail	Flail	2h Running R1	5.4	3.782	1.619	532	16	10.15	5.394	5.406	0.006	2	Weapons: 13500000	a034_032200
Serpent Flail	Flail	2h Running R2	5.211	16.562		652	20		5.182	5.24	0.029	2	Weapons: 13500000	a034_032210
Serpent Flail	Flail	2h Rolling R1	3.249	1.856	1.393	432	13	7.52	3.188	3.31	0.061	2	Weapons: 13500000	a034_032300
Serpent Flail	Flail	2h Charged R2 1	4.216	2.415	1.801	2068	63	2.04	4.215	4.217	0.001	2	Weapons: 13500000	a034_032500
Serpent Flail	Flail	2h R2 1 Release	3.521	1.635	1.887	604	19	5.83	3.521	3.521	0	2	Weapons: 13500000	a034_032505
Battle Axe	Axe	1h R1 1	3.624	2.206	1.418	490	15	7.4	3.623	3.629	0.001	25	Weapons: 14000000	a030_030000
Battle Axe	Axe	1h Running R1	5.102	4.216	0.887	530	16	9.63	5.074	5.126	0.015	20	Weapons: 14000000	a030_030200
Battle Axe	Axe	1h Running R2	5.232	3.937	1.295	636	20	8.23	5.208	5.249	0.014	20	Weapons: 14000000	a030_030210
Battle Axe	Axe	1h Rolling R1	3.538	2.295	1.243	415	13	8.52	3.532	3.542	0.005	12	Weapons: 14000000	a030_030300
Battle Axe	Axe	1h Charged R2 1	4.138	2.341	1.797	1250	38	3.31	4.118	4.141	0.008	8	Weapons: 14000000	a030_030500
Battle Axe	Axe	1h R2 1 Release	3.823	2.093	1.73	783	24	4.88	3.807	3.827	0.007	6	Weapons: 14000000	a030_030505
Battle Axe	Axe	2h R1 1	3.523	1.908	1.615	454	14	7.76	3.493	3.56	0.013	17	Weapons: 14000000	a030_032000
Battle Axe	Axe	2h Running R1	5.114	4.218	0.896	534	17	9.58	5.089	5.13	0.013	16	Weapons: 14000000	a030_032200
Battle Axe	Axe	2h Running R2	5.383	4.191	1.192	630	19	8.54	5.335	5.401	0.016	18	Weapons: 14000000	a030_032210
Battle Axe	Axe	2h Rolling R1	3.415	2.112	1.303	423	13	8.07	3.412	3.422	0.005	14	Weapons: 14000000	a030_032300
Battle Axe	Axe	2h Charged R2 1	3.972	2.604	1.368	1232	37	3.22	3.967	3.972	0.001	13	Weapons: 14000000	a030_032500
Battle Axe	Axe	2h R2 1 Release	3.718	2.305	1.412	717	22	5.18	3.715	3.718	0.001	14	Weapons: 14000000	a030_032505
Battle Axe+Battle Axe	Axe	Paired L1 1	4.467	3.029	1.438	577	18	7.74	4.453	4.475	0.011	5	Weapons: 14000000 14000000	a030_034000
Battle Axe+Battle Axe	Axe	Paired Running L1	6.791	5.18	1.611	680	21	9.99	6.79	6.792	0.001	2	Weapons: 14000000 14000000	a030_034200
Battle Axe+Battle Axe	Axe	Paired Rolling L1	3.94	2.264	1.676	452	14	8.72	3.94	3.94	0	2	Weapons: 14000000 14000000	a030_034300
Battle Axe	Axe	Offhand L1 1	3.806	2.41	1.395	489	15	7.78	3.804	3.811	0.003	5	Weapons: 14000000	a030_035000
Battle Axe	Axe	Wild Strikes - Maintain Swings	2.187	0.43	1.757	184	6	11.89	2.187	2.187	0	1	Weapons: 14000000	a610_040052
Battle Axe	Axe	Wild Strikes - Cancel	2.171	1.441	0.73	170	6	12.77	2.168	2.173	0.002	3	Weapons: 14000000	a610_040053
Battle Axe	Axe	Wild Strikes - Light Weapon Heavy Finisher	4.215	2.411	1.804	184	6	22.91	4.215	4.215	0	1	Weapons: 14000000	a610_040070
Battle Axe	Axe	Wild Strikes - Heavy Weapon Heavy Finisher	4.216	2.429	1.788	184	6	22.92	4.216	4.216	0	1	Weapons: 14000000	a610_040072
Forked Hatchet	Axe	1h R1 1	3.771	1.99	1.781	432	13	8.73	3.758	3.773	0.004	20	Weapons: 14010000	a170_030000
Forked Hatchet	Axe	1h Running R1	4.92	4.2	0.72	520	16	9.46	4.893	4.95	0.019	14	Weapons: 14010000	a030_030200
Forked Hatchet	Axe	1h Running R2	5.074	3.928	1.146	631	19	8.04	5.062	5.087	0.01	12	Weapons: 14010000	a030_030210
Forked Hatchet	Axe	1h Rolling R1	3.377	2.285	1.092	416	13	8.12	3.375	3.385	0.004	12	Weapons: 14010000	a030_030300
Forked Hatchet	Axe	1h Charged R2 1	3.969	2.368	1.6	1259	38	3.15	3.961	3.97	0.002	12	Weapons: 14010000	a030_030500
Forked Hatchet	Axe	1h R2 1 Release	3.663	2.04	1.622	776	24	4.72	3.661	3.663	0	40	Weapons: 14010000	a030_030505
Forked Hatchet	Axe	2h R1 1	3.537	1.856	1.68	464	14	7.62	3.537	3.537	0	16	Weapons: 14010000	a170_032000
Forked Hatchet	Axe	2h Running R1	4.945	4.174	0.771	531	16	9.31	4.909	4.966	0.02	14	Weapons: 14010000	a030_032200
Forked Hatchet	Axe	2h Running R2	5.223	4.178	1.045	633	19	8.25	5.207	5.232	0.009	14	Weapons: 14010000	a030_032210
Forked Hatchet	Axe	2h Rolling R1	3.269	2.091	1.178	415	13	7.88	3.221	3.281	0.015	12	Weapons: 14010000	a030_032300
Forked Hatchet	Axe	2h Charged R2 1	3.827	2.328	1.499	1204	37	3.18	3.812	3.856	0.02	6	Weapons: 14010000	a030_032500
Forked Hatchet	Axe	2h R2 1 Release	3.56	2.304	1.256	716	22	4.97	3.56	3.56	0	14	Weapons: 14010000	a030_032505
Forked Hatchet+Forked Hatchet	Axe	Paired L1 1	4.306	3.01	1.296	572	18	7.53	4.298	4.309	0.005	4	Weapons: 14010000 14010000	a030_034000
Forked Hatchet+Forked Hatchet	Axe	Paired Running L1	6.634	5.167	1.467	680	21	9.76	6.633	6.634	0	2	Weapons: 14010000 14010000	a030_034200
Forked Hatchet+Forked Hatchet	Axe	Paired Rolling L1	3.775	2.265	1.51	456	14	8.28	3.775	3.775	0	2	Weapons: 14010000 14010000	a030_034300
Forked Hatchet	Axe	Offhand L1 1	3.932	2.112	1.82	432	13	9.1	3.932	3.933	0	6	Weapons: 14010000	a170_035000
Hand Axe	Axe	1h R1 1	3.906	1.988	1.918	432	13	9.04	3.869	3.923	0.007	55	Weapons: 14020000	a170_030000
Hand Axe	Axe	1h Running R1	5.061	4.261	0.799	534	17	9.48	5.03	5.081	0.015	13	Weapons: 14020000	a030_030200
Hand Axe	Axe	1h Running R2	5.199	3.961	1.238	636	20	8.18	5.174	5.215	0.014	14	Weapons: 14020000	a030_030210
Hand Axe	Axe	1h Rolling R1	3.506	2.29	1.216	417	13	8.41	3.485	3.514	0.007	18	Weapons: 14020000	a030_030300
Hand Axe	Axe	1h Charged R2 1	4.099	2.337	1.762	1182	36	3.47	4.078	4.102	0.007	10	Weapons: 14020000	a030_030500
Hand Axe	Axe	1h R2 1 Release	3.793	2.093	1.699	784	24	4.84	3.792	3.793	0	8	Weapons: 14020000	a030_030505
Hand Axe	Axe	2h R1 1	3.666	1.855	1.812	466	14	7.87	3.662	3.667	0.001	14	Weapons: 14020000	a170_032000
Hand Axe	Axe	2h Running R1	5.089	4.24	0.849	534	17	9.53	5.067	5.122	0.014	14	Weapons: 14020000	a030_032200
Hand Axe	Axe	2h Running R2	5.349	4.18	1.169	628	19	8.52	5.335	5.36	0.011	12	Weapons: 14020000	a030_032210
Hand Axe	Axe	2h Rolling R1	3.391	2.142	1.249	419	13	8.09	3.387	3.397	0.005	15	Weapons: 14020000	a030_032300
Hand Axe	Axe	2h Charged R2 1	3.932	2.604	1.328	1216	37	3.23	3.932	3.936	0.001	14	Weapons: 14020000	a030_032500
Hand Axe	Axe	2h R2 1 Release	3.687	2.302	1.385	716	22	5.15	3.687	3.687	0	16	Weapons: 14020000	a030_032505
Hand Axe+Hand Axe	Axe	Paired L1 1	4.43	3.008	1.422	582	18	7.61	4.43	4.43	0	4	Weapons: 14020000 14020000	a030_034000
Hand Axe+Hand Axe	Axe	Paired Running L1	6.776	5.206	1.57	684	21	9.91	6.769	6.784	0.008	2	Weapons: 14020000 14020000	a030_034200
Hand Axe+Hand Axe	Axe	Paired Rolling L1	3.886	2.264	1.622	448	14	8.67	3.868	3.904	0.018	2	Weapons: 14020000 14020000	a030_034300
Hand Axe	Axe	Offhand L1 1	4.065	2.113	1.952	442	14	9.2	4.054	4.081	0.008	6	Weapons: 14020000	a170_035000
Jawbone Axe	Axe	1h R1 1	3.603	2.187	1.416	495	15	7.28	3.575	3.635	0.009	37	Weapons: 14030000	a030_030000
Jawbone Axe	Axe	1h R1 2	2.817	1.465	1.352	498	15	5.66	2.779	2.824	0.015	8	Weapons: 14030000	a030_030010
Jawbone Axe	Axe	1h Running R1	5.083	4.203	0.88	531	16	9.57	5.05	5.113	0.019	13	Weapons: 14030000	a030_030200
Jawbone Axe	Axe	1h Running R2	5.214	3.932	1.282	634	20	8.22	5.198	5.224	0.011	16	Weapons: 14030000	a030_030210
Jawbone Axe	Axe	1h Rolling R1	3.508	2.283	1.225	376	12	9.33	3.489	3.526	0.009	12	Weapons: 14030000	a030_030300
Jawbone Axe	Axe	1h Charged R2 1	4.116	2.368	1.747	1221	37	3.37	4.106	4.117	0.003	12	Weapons: 14030000	a030_030500
Jawbone Axe	Axe	1h R2 1 Release	3.799	2.04	1.759	784	24	4.85	3.792	3.8	0.001	50	Weapons: 14030000	a030_030505
Jawbone Axe	Axe	2h R1 1	3.497	1.944	1.553	467	15	7.49	3.494	3.531	0.007	23	Weapons: 14030000	a030_032000
Jawbone Axe	Axe	2h R1 2	2.61	1.314	1.295	468	15	5.58	2.608	2.61	0.001	4	Weapons: 14030000	a030_032010
Jawbone Axe	Axe	2h R1 3	2.5	1.015	1.485	466	14	5.36	2.479	2.52	0.017	3	Weapons: 14030000	a030_032020
Jawbone Axe	Axe	2h R1 4	2.649	1.283	1.367	466	14	5.68	2.643	2.654	0.004	3	Weapons: 14030000	a030_032030
Jawbone Axe	Axe	2h Running R1	5.081	4.189	0.892	532	16	9.55	5.049	5.104	0.019	12	Weapons: 14030000	a030_032200
Jawbone Axe	Axe	2h Running R2	5.368	4.175	1.193	633	19	8.48	5.338	5.379	0.012	16	Weapons: 14030000	a030_032210
Jawbone Axe	Axe	2h Rolling R1	3.391	2.138	1.252	416	13	8.15	3.384	3.412	0.008	16	Weapons: 14030000	a030_032300
Jawbone Axe	Axe	2h Charged R2 1	3.955	2.329	1.626	1232	37	3.21	3.949	3.974	0.009	6	Weapons: 14030000	a030_032500
Jawbone Axe	Axe	2h R2 1 Release	3.69	2.289	1.401	714	22	5.17	3.689	3.692	0.001	15	Weapons: 14030000	a030_032505
Jawbone Axe+Jawbone Axe	Axe	Paired L1 1	4.446	3.029	1.416	571	18	7.79	4.426	4.473	0.018	5	Weapons: 14030000 14030000	a030_034000
